,Entry_Date,Entry_Price,Type,Exit_Date,Exit_Price,Equity
52,2023-10-31,131.1893310546875,Long,2023-11-01,130.3524627685547,-63.79087989891161
53,2023-11-02,132.66610717773438,Long,2023-11-09,135.81661987304688,237.4768328049093
54,2023-11-13,141.18234252929688,Long,2023-11-16,140.3947296142578,-55.78692780760626
55,2023-11-17,143.84060668945312,Long,2023-11-20,141.62538146972656,-154.00555314043947
56,2023-11-22,139.6563262939453,Short,2023-11-28,139.1148223876953,38.77403341616301
57,2023-11-29,138.81947326660156,Short,2023-11-30,143.6436767578125,-347.5163374194698
58,2023-12-01,145.16970825195312,Long,2023-12-08,156.2949676513672,766.3623171374928
59,2023-12-11,158.7563018798828,Long,2023-12-12,158.31326293945312,-27.906856936293263
60,2023-12-13,160.33155822753906,Long,2023-12-20,164.6634979248047,270.18634042824124
61,2023-12-22,172.09674072265625,Long,2023-12-27,177.41323852539062,308.9249558364511
62,2023-12-28,179.87457275390625,Long,2024-01-02,179.3330841064453,-30.10367942342636
63,2024-01-04,184.0096435546875,Long,2024-01-05,183.0743103027344,-50.83066484366709
64,2024-01-12,180.66221618652344,Short,2024-01-15,185.7325439453125,-280.65236139659874
65,2024-01-18,185.2895050048828,Long,2024-01-23,184.20654296875,-58.4470251622872
66,2024-01-25,186.7663116455078,Long,2024-01-30,184.99415588378903,-94.88626434313392
67,2024-01-31,183.0250701904297,Short,2024-02-06,180.26840209960935,150.61696673314464
68,2024-02-07,178.89002990722656,Short,2024-02-08,181.94210815429688,-170.61198148679043
69,2024-02-09,178.53253173828125,Short,2024-02-14,179.47140502929688,-52.58835921242415
70,2024-02-15,183.7704162597656,Long,2024-02-21,186.48817443847656,147.88877524602896
71,2024-02-22,192.46726989746097,Long,2024-02-29,202.69595336914065,531.4505410259693
72,2024-03-01,203.19009399414065,Long,2024-03-11,210.0586395263672,338.0354522806905
73,2024-03-12,201.8559112548828,Short,2024-03-21,194.54266357421875,362.3003971099785
74,2024-03-22,195.881591796875,Long,2024-04-08,221.7181396484375,1318.988048573469
75,2024-04-09,226.28042602539065,Long,2024-04-16,231.53700256347656,232.30363449537057
76,2024-04-23,232.42962646484375,Long,2024-04-29,233.47100830078125,44.8041780119203
77,2024-04-30,231.8345489501953,Short,2024-05-02,232.82635498046875,-42.78076907711049
78,2024-05-03,232.18167114257812,Short,2024-05-08,229.70216369628903,106.79169609243078
79,2024-05-09,224.34640502929688,Short,2024-05-14,229.05747985839844,-209.99109963390563
80,2024-05-15,230.94192504882812,Long,2024-05-27,292.03717041015625,2645.480908172509
81,2024-06-03,316.038818359375,Long,2024-06-04,253.45590209960935,-1980.2287764726796
82,2024-06-05,258.216552734375,Short,2024-06-07,280.87933349609375,-877.6656849350686
83,2024-06-10,281.0776672363281,Long,2024-06-19,306.76544189453125,913.9030827591515
84,2024-06-27,302.0047912597656,Short,2024-06-28,303.393310546875,-45.97673041269924
85,2024-07-01,305.12896728515625,Long,2024-07-02,303.5916748046875,-50.38172855716066
86,2024-07-03,311.9228515625,Long,2024-07-12,330.37042236328125,591.4145343431148
87,2024-07-16,323.47735595703125,Short,2024-07-26,307.3605041503906,498.2374039430905
88,2024-07-29,318.71673583984375,Long,2024-08-01,308.60028076171875,-317.4121073832958
89,2024-08-02,300.4674987792969,Short,2024-08-07,297.7400207519531,90.7744777197074
90,2024-08-09,299.7236328125,Long,2024-08-12,298.93017578125,-26.47295522893812
91,2024-08-13,293.72320556640625,Short,2024-08-16,301.62939453125,-269.17141087295823
92,2024-08-19,300.4857482910156,Long,2024-08-27,299.2426452636719,-41.369783239763656
93,2024-08-28,298.2978820800781,Short,2024-08-30,297.65142822265625,21.671419619678502
94,2024-09-02,295.2646789550781,Short,2024-09-04,297.30340576171875,-69.04743275950047
95,2024-09-05,288.9993896484375,Short,2024-09-10,284.17608642578125,166.89665775847175
96,2024-09-12,290.09332275390625,Long,2024-09-13,288.35296630859375,-59.99298531903438
97,2024-09-17,282.73406982421875,Short,2024-09-20,275.8223571777344,244.45984351236908
98,2024-09-23,284.7230529785156,Long,2024-09-30,283.5296630859375,-41.91405929705926
99,2024-10-01,282.3860168457031,Short,2024-10-08,278.7063903808594,130.30483966400902
100,2024-10-09,280.84454345703125,Long,2024-10-16,284.1263732910156,116.85574494654512
101,2024-10-17,282.9826965332031,Short,2024-10-18,285.568359375,-91.37176489847647
102,2024-10-21,280.7450866699219,Short,2024-10-25,270.84991455078125,352.4610968801956
103,2024-10-28,268.56256103515625,Short,2024-10-29,282.087646484375,-503.6102350635629
104,2024-10-30,286.9606628417969,Long,2024-11-04,282.58489990234375,-152.48650794570784
105,2024-11-05,284.7727966308594,Long,2024-11-08,296.1099853515625,398.11347343682934
106,2024-11-11,298.0989685058594,Long,2024-11-12,288.5518493652344,-320.2667620246175
107,2024-11-13,279.99920654296875,Short,2024-11-22,279.3030700683594,24.86208740389933
108,2024-11-25,290.73974609375,Long,2024-12-06,312.0218505859375,731.9984549111155
109,2024-12-09,312.8671875,Long,2024-12-11,312.36993408203125,-15.893434589357506
110,2024-12-13,313.911376953125,Long,2024-12-17,308.88922119140625,-159.98642070461455
111,2024-12-18,302.12664794921875,Short,2024-12-26,293.57403564453125,283.0803692008332
112,2024-12-27,290.4413757324219,Short,2024-12-31,291.5353088378906,-37.664506398584535
113,2025-01-02,295.16522216796875,Long,2025-01-03,290.3419494628906,-163.4092482051751
114,2025-01-06,280.5959167480469,Short,2025-01-07,285.419189453125,-171.89390212720184
115,2025-01-08,280.54620361328125,Short,2025-01-14,268.41339111328125,432.4710990110017
116,2025-01-16,274.62896728515625,Long,2025-01-21,277.4632568359375,103.20431885971863
117,2025-01-22,268.8609313964844,Short,2025-01-29,265.728271484375,116.51599567992636
118,2025-01-30,277.2146301269531,Long,2025-02-03,272.6399841308594,-165.02180977961902
119,2025-02-04,282.9329833984375,Long,2025-02-06,278.2091369628906,-166.9599061518595
120,2025-02-07,275.52398681640625,Short,2025-02-19,252.0042724609375,853.6358168750284
121,2025-02-20,258.8165283203125,Long,2025-02-21,254.6894073486328,-159.4612600077822
122,2025-02-27,251.0594940185547,Short,2025-03-03,255.97230529785156,-195.6831506612449
123,2025-03-04,263.251953125,Long,2025-03-10,270.8299865722656,287.86238268353304
124,2025-03-11,277.17999267578125,Long,2025-03-25,300.0299987792969,824.3742949457172
125,2025-04-01,292.0,Short,2025-04-08,281.45001220703125,361.30095181399827
126,2025-04-11,285.0,Long,2025-04-25,297.6000061035156,442.1054773163377
127,2025-04-29,317.1000061035156,Long,2025-04-30,314.1000061035156,-94.60737755459601
128,2025-05-05,315.29998779296875,Long,2025-05-06,310.5,-152.23558448471945
129,2025-05-08,307.1499938964844,Short,2025-05-09,315.8500061035156,-283.2496298197332
130,2025-05-12,322.79998779296875,Long,2025-05-29,386.7999877929687,1982.6518717543147
131,2025-06-04,390.6000061035156,Long,2025-06-06,390.7000122070313,2.560320070480965
132,2025-06-10,397.3999938964844,Long,2025-06-11,392.8999938964844,-113.23603596159515
133,2025-06-12,387.3999938964844,Short,2025-06-13,394.2000122070313,-175.5296442354601
134,2025-06-16,403.8500061035156,Long,2025-06-18,400.5,-82.95174081678594
135,2025-06-20,408.25,Long,2025-06-25,406.0499877929687,-53.88884769213244
